trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
23210	4996	1	1	4	2	1	1	1.0	1	2013	1	16	3	7.816666667000001	55	0	1	2	1193	0.254444444	0.068055556	0.078611111	0.0	0.045833333	0.0	0	0.048055556	1.5	0.16	0.0	0.127168
23239	5002	0	5	4	3	6	1	1.0	1	2013	1	17	4	20.83333333	41	1	0	0	2525	0.747777778	0.234166667	0.326944444	0.05	0.0	0.0	0	0.151666667	1.5	0.48	0.0	0.0695971
23257	5008	0	0	3	3	6	5	0.0	1	2013	1	17	4	11.0	66	0	1	0	11935	2.957777778	1.001388889	0.1725	0.333333333	0.0777777779999999	0.083333333	1	1.046944444	0.0	2.3	10.5	0.708411
23272	5010	1	3	4	4	5	5	0.0	1	2013	1	17	4	16.5	62	0	1	1	1947	0.486388889	0.149722222	0.144444444	0.0	0.1722222219999999	0.0	0	0.235277778	0.0	0.89	0.0	0.4273909999999999
23273	5010	2	0	4	1	5	1	1.0	1	2013	1	17	4	8.333333332999999	26	1	1	1	5720	1.424722222	0.474166667	0.173055556	0.0	0.355555556	0.0	0	0.246666667	1.5	1.12	0.0	0.6058560000000001
23285	5012	0	4	3	3	6	1	1.0	1	2013	1	17	4	16.75	23	1	1	0	5791	1.330833333	0.370833333	0.173611111	0.0	0.5541666670000001	0.0	0	0.3625	1.5	0.89	10.5	0.609962
23329	5022	0	0	3	1	1	1	1.0	1	2013	1	18	5	6.75	34	0	1	2	18908	4.295	1.311944444	0.217222222	0.6166666670000001	0.1	0.15	1	1.114166667	6.59	3.15	10.5	0.648217
23355	5031	0	1	4	1	2	1	1.0	1	2013	1	20	7	11.5	53	0	0	1	7839	1.852777778	0.5277777779999999	0.208333333	0.0	0.7588888890000001	0.1436111109999999	1	0.305277778	3.0	1.25	0.0	0.1474069999999999
23369	5035	1	1	1	3	1	1	1.0	1	2013	1	20	7	15.66666667	28	0	1	1	345	0.106388889	0.042222222	0.040833333	0.0	0.017222222	0.0	0	0.018888889	1.5	0.06	0.0	0.397059
23374	5038	2	1	1	3	6	1	1.0	1	2013	1	20	7	21.0	37	0	0	0	1493	0.454166667	0.129444444	0.1447222219999999	0.0	0.1075	0.0	0	0.1025	1.5	0.31	0.0	0.314363
23388	5042	2	0	3	3	6	4	0.5	1	2013	1	20	7	11.0	18	0	0	0	4961	1.169444444	0.340555556	0.357222222	0.2	0.0	0.0	0	0.327777778	1.0	0.78	0.0	0.3669489999999999
23400	5046	0	0	3	1	6	5	0.0	1	2013	1	21	1	5.5	34	0	1	0	13554	3.095	0.8844444440000001	0.12	0.6166666670000001	0.0	0.133333333	1	0.620833333	0.0	1.92	0.0	0.434004
23431	5053	1	0	4	1	1	1	1.0	1	2013	1	21	1	7.666666667	35	1	1	1	9846	2.413888889	0.6758333329999999	0.178055556	0.783333333	0.0	0.15	1	0.6425	2.9	1.82	0.0	0.362732
23433	5054	0	1	1	1	6	1	1.0	1	2013	1	21	1	17.16666667	24	1	1	0	2153	0.584722222	0.198055556	0.210833333	0.0	0.1541666669999999	0.0	0	0.162777778	1.5	0.42	0.0	0.2252559999999999
23445	5060	0	3	3	3	1	5	0.0	1	2013	1	22	2	15.83333333	73	0	1	2	8683	2.030833333	0.6188888889999999	0.24	0.133333333	0.0	0.0	0	0.5347222220000001	0.0	1.75	0.0	0.381818
23468	5068	0	0	4	1	1	1	1.0	1	2013	1	22	2	5.666666667	51	1	1	2	1205	0.358888889	0.121944444	0.230555556	0.0	0.047777778	0.0	0	0.069444444	1.5	0.24	0.0	0.052
23469	5068	0	1	4	5	1	1	1.0	1	2013	1	22	2	12.0	51	1	1	2	18690	4.305555556	1.261388889	0.401666667	0.8833333329999999	0.0	0.133333333	1	0.941111111	5.3	2.91	0.0	0.581464
23487	5073	3	0	4	2	2	1	1.0	1	2013	1	22	2	8.5	31	0	1	1	1001	0.3433333329999999	0.093333333	0.323333333	0.0	0.018888889	0.0	0	0.098888889	1.5	0.22	0.0	0.011236
23494	5074	1	0	4	4	1	1	1.0	1	2013	1	22	2	7.0	57	0	1	1	10107	2.710833333	0.851944444	0.126111111	0.5166666670000001	0.150277778	0.2663888889999999	2	0.4477777779999999	6.3	1.67	0.0	0.236352
23515	5081	0	3	4	2	2	1	1.0	1	2013	1	22	2	10.0	40	1	1	1	9218	2.242777778	0.7019444440000001	0.1825	0.0	0.609166667	0.105	1	0.461944444	3.0	1.35	0.0	0.432351
23537	5082	1	3	1	2	6	5	0.0	1	2013	1	22	2	17.5	7	1	0	0	911	0.276666667	0.080277778	0.105277778	0.0	0.076111111	0.0	0	0.095	0.0	0.22	0.0	0.190058
23561	5089	2	0	3	3	6	1	0.5	1	2013	1	23	3	10.0	21	1	0	0	1765	0.47	0.1975	0.26	0.016666667	0.0	0.0	0	0.212777778	2.4	0.41	10.5	0.477807
23588	5096	0	3	3	1	6	1	1.0	1	2013	1	23	3	18.5	27	0	0	0	5137	1.174444444	0.456111111	0.163611111	0.283333333	0.0	0.0	0	0.4033333329999999	2.9	0.9	0.0	0.621901
23598	5099	1	1	4	4	1	1	1.0	1	2013	1	23	3	15.5	71	0	1	1	2096	0.538611111	0.2125	0.1447222219999999	0.083333333	0.0	0.0	0	0.267777778	2.4	0.63	10.5	0.661826
23602	5101	1	0	3	1	6	1	1.0	1	2013	1	23	3	9.5	59	0	1	0	3083	0.848888889	0.293055556	0.194444444	0.083333333	0.0	0.1166666669999999	1	0.300277778	2.4	0.62	10.5	0.530065
23607	5102	0	0	3	3	6	1	1.0	1	2013	1	23	3	12.0	57	1	1	0	2483	0.6891666670000001	0.25	0.211111111	0.133333333	0.0	0.083333333	1	0.33	2.4	0.65	10.5	0.659933
23614	5103	1	0	2	1	1	1	1.0	1	2013	1	23	3	8.5	33	0	1	1	8678	2.076388889	0.719722222	0.0575	0.416666667	0.0	0.183333333	1	0.638888889	5.2	1.66	0.0	0.816522
23619	5105	0	3	4	1	1	1	1.0	1	2013	1	23	3	14.0	27	1	1	2	3016	0.8344444440000001	0.241111111	0.185833333	0.0	0.308611111	0.188055556	1	0.182222222	3.0	0.67	0.0	0.202744
23650	5109	5	1	1	2	6	3	0.0	1	2013	1	23	3	15.5	12	1	0	0	956	0.236666667	0.105833333	0.142777778	0.0	0.0475	0.0	0	0.140277778	0.0	0.27	0.0	0.469307
23662	5113	1	0	3	3	2	1	1.0	1	2013	1	24	4	10.0	30	1	1	1	2473	0.585	0.2097222219999999	0.145277778	0.0	0.12	0.0	0	0.118888889	1.5	0.32	0.0	0.292056
23668	5114	0	1	1	5	2	5	0.0	1	2013	1	24	4	12.5	74	0	1	1	618	0.161111111	0.0855555559999999	0.101388889	0.0	0.021944444	0.0	0	0.069166667	0.0	0.15	0.0	0.2289159999999999
23706	5123	0	2	1	5	2	1	1.0	1	2013	1	25	5	15.25	59	1	0	1	1079	0.268611111	0.100833333	0.053055556	0.0	0.111111111	0.0	0	0.132222222	1.5	0.2	0.0	0.266807
23737	5127	1	4	4	5	1	1	1.0	1	2013	1	25	5	19.91666667	55	0	1	1	5590	1.501111111	0.434166667	0.250555556	0.183333333	0.0	0.0	0	0.31	2.29	1.39	0.0	0.135305
23744	5130	1	2	4	3	1	1	1.0	1	2013	1	25	5	9.5	27	1	1	1	2379	0.692222222	0.194444444	0.067777778	0.0	0.231111111	0.0	0	0.173055556	1.5	0.53	0.0	0.211878
23745	5130	1	3	4	2	1	1	1.0	1	2013	1	25	5	15.0	27	1	1	1	2886	0.833333333	0.2397222219999999	0.187777778	0.0	0.2488888889999999	0.0	0	0.205555556	1.5	0.59	0.0	0.121622
23757	5130	4	1	1	2	2	5	0.0	1	2013	1	25	5	15.25	8	0	0	1	951	0.2847222219999999	0.087777778	0.201666667	0.0	0.05	0.0	0	0.093611111	0.0	0.19	0.0	0.183976
23768	5134	0	1	4	1	1	1	1.0	1	2013	1	25	5	16.75	33	0	1	2	3009	0.8136111109999999	0.279166667	0.1036111109999999	0.0	0.2666666669999999	0.0	0	0.225833333	1.5	0.74	0.0	0.216482
23787	5139	0	0	3	3	6	5	0.0	1	2013	1	25	5	9.0	35	1	0	0	2382	0.6808333329999999	0.253333333	0.2263888889999999	0.0	0.190555556	0.0	0	0.2372222219999999	0.0	0.62	0.0	0.325527
23835	5145	3	0	1	2	1	5	0.0	1	2013	1	25	5	8.5	6	1	0	1	757	0.229166667	0.086944444	0.163611111	0.0	0.0313888889999999	0.0	0	0.068611111	0.0	0.19	0.0	0.2348179999999999
23841	5147	0	1	4	4	5	1	1.0	1	2013	1	26	6	11.0	31	0	1	2	14116	3.410833333	1.058333333	0.197222222	0.666666667	0.0	0.133333333	1	0.833333333	1.5	3.28	0.0	0.521
23843	5147	0	3	4	4	5	1	1.0	1	2013	1	26	6	21.0	31	0	1	2	17183	4.085555556	1.199444444	0.253888889	0.333333333	0.5	0.133333333	1	0.811666667	4.3	3.55	0.0	0.552704
23858	5151	1	0	3	1	6	1	1.0	1	2013	1	26	6	8.0	18	1	0	0	12826	2.899166667	0.9125	0.135555556	0.166666667	0.3833333329999999	0.1166666669999999	1	0.5111111110000001	3.0	1.72	0.0	0.483152
23881	5155	1	1	4	3	2	1	1.0	1	2013	1	26	6	10.16666667	47	1	0	1	2513	0.661666667	0.182222222	0.095	0.0	0.351111111	0.082222222	1	0.165	3.0	0.43	0.0	0.0606061
23883	5155	1	3	4	5	2	1	1.0	1	2013	1	26	6	15.41666667	47	1	0	1	4118	1.008055556	0.310277778	0.145277778	0.0	0.309444444	0.127777778	1	0.3025	3.0	1.02	0.0	0.402204
23890	5158	0	0	4	3	1	1	1.0	1	2013	1	26	6	8.75	56	1	1	2	3747	0.907222222	0.325555556	0.146666667	0.0	0.237777778	0.0	0	0.254444444	1.5	0.84	0.0	0.200873
23909	5162	0	2	1	5	6	5	0.0	1	2013	1	26	6	13.5	60	1	1	0	1860	0.408888889	0.146944444	0.11	0.0	0.130833333	0.0	0	0.127222222	0.0	0.3	0.0	0.246725
23912	5163	0	0	4	1	1	1	1.0	1	2013	1	26	6	5.666666667	52	0	1	2	8573	2.094722222	0.604166667	0.355555556	0.183333333	0.161944444	0.166666667	1	0.38	3.0	1.42	0.0	0.154971
23913	5163	0	1	4	1	1	1	1.0	1	2013	1	26	6	13.5	52	0	1	2	8573	2.0825	0.605555556	0.179166667	0.15	0.338055556	0.222222222	2	0.558611111	4.5	1.63	0.0	0.360517
23920	5164	1	0	3	3	6	1	1.0	1	2013	1	26	6	10.5	26	0	1	0	5712	1.293333333	0.479166667	0.070277778	0.3	0.0	0.0	0	0.364722222	2.4	0.87	10.5	0.7791319999999999
23934	5165	2	0	2	3	2	3	0.0	1	2013	1	26	6	11.83333333	12	0	0	1	1280	0.3927777779999999	0.1191666669999999	0.283055556	0.016666667	0.0	0.0	0	0.136666667	0.75	0.28	0.0	0.260163
23939	5166	1	1	4	3	6	5	0.0	1	2013	1	26	6	12.5	7	0	0	0	1198	0.464166667	0.123055556	0.164444444	0.0	0.124166667	0.0	0	0.136666667	0.0	0.35	0.0	0.78252
23969	5176	0	3	4	3	1	1	0.0	1	2013	1	27	7	19.96666667	35	0	1	2	3801	0.816666667	0.223055556	0.120277778	0.0	0.15	0.0	0	0.173888889	0.0	0.54	0.0	0.13099
23984	5178	1	3	4	1	1	1	1.0	1	2013	1	27	7	19.0	59	0	1	2	855	0.248055556	0.0705555559999999	0.137222222	0.0	0.096111111	0.0	0	0.092777778	1.5	0.22	0.0	0.359281
23986	5178	2	1	4	5	1	4	1.0	1	2013	1	27	7	9.5	21	1	0	2	4104	1.047777778	0.363888889	0.013611111	0.0	0.341666667	0.0	0	0.2263888889999999	1.5	0.7	0.0	0.373006
24008	5183	0	0	1	1	6	1	1.0	1	2013	1	27	7	13.0	38	0	0	0	2878	0.750833333	0.2369444439999999	0.3444444439999999	0.066666667	0.0	0.0	0	0.1875	2.1	0.53	0.0	0.174815
24012	5184	1	2	4	3	6	1	1.0	1	2013	1	27	7	13.5	43	0	1	2	5147	1.268888889	0.401111111	0.178888889	0.233333333	0.0	0.15	1	0.339722222	5.0	0.89	0.0	0.627146
24013	5184	1	4	4	3	6	1	1.0	1	2013	1	27	7	17.33333333	43	0	1	2	5129	1.279166667	0.438888889	0.135	0.05	0.285833333	0.1	1	0.4119444439999999	3.0	0.99	0.0	0.515846
24018	5187	0	0	4	1	1	1	1.0	1	2013	1	28	1	8.0	54	1	1	1	8267	2.076388889	0.648055556	0.145	0.2	0.493888889	0.166666667	1	0.4758333329999999	3.6	1.54	0.0	0.363106
24021	5188	0	1	4	5	1	5	0.0	1	2013	1	28	1	16.76666667	65	0	1	2	3202	0.715	0.244722222	0.191944444	0.0	0.2166666669999999	0.0	0	0.150555556	0.0	0.47	0.0	0.4188189999999999
24049	5194	3	0	3	1	2	5	0.0	1	2013	1	28	1	8.0	59	1	0	1	9000	2.163888889	0.75	0.335	0.25	0.0	0.0	0	0.689444444	0.0	1.45	10.5	0.6913779999999999
24069	5196	1	0	3	1	1	1	1.0	1	2013	1	28	1	13.5	34	0	1	1	1486	0.384166667	0.1022222219999999	0.171111111	0.0	0.067222222	0.0	0	0.139166667	1.5	0.35	0.0	0.2534929999999999
24075	5197	0	5	4	3	1	1	1.0	1	2013	1	28	1	19.51666667	41	1	1	1	1142	0.306944444	0.095	0.270555556	0.0	0.0302777779999999	0.0	0	0.110277778	1.5	0.31	0.0	0.0453401
24103	5204	0	3	4	3	1	1	1.0	1	2013	1	29	2	19.0	42	1	1	2	1995	0.525555556	0.1447222219999999	0.235	0.0	0.098055556	0.0	0	0.118333333	1.5	0.39	0.0	0.387324
24128	5206	0	1	4	3	1	5	0.0	1	2013	1	29	2	12.5	70	1	1	2	2746	0.663333333	0.1888888889999999	0.199166667	0.033333333	0.2	0.1	1	0.132222222	0.0	0.46	0.0	0.0252101
24147	5209	1	2	1	3	2	1	1.0	1	2013	1	29	2	14.0	60	0	1	2	292	0.1988888889999999	0.048055556	0.133611111	0.0	0.033333333	0.0	0	0.060277778	1.5	0.12	0.0	0.0967741999999999
24155	5210	0	6	4	1	5	1	1.0	1	2013	1	29	2	0.5	45	1	1	2	16219	3.710833333	1.0655555559999998	0.289166667	0.0	0.940277778	0.1	1	0.5972222220000001	3.0	2.99	0.0	0.244651
24173	5212	0	3	3	3	6	5	0.0	1	2013	1	29	2	14.16666667	80	1	1	0	1683	0.461666667	0.145	0.118888889	0.0	0.19	0.0	0	0.142777778	0.0	0.32	0.0	0.354086
24178	5214	0	1	1	3	1	5	0.0	1	2013	1	29	2	12.51666667	66	0	1	1	1565	0.3852777779999999	0.133333333	0.0605555559999999	0.0	0.1072222219999999	0.0	0	0.126944444	0.0	0.31	0.0	0.179431
24179	5214	1	0	3	1	1	1	1.0	1	2013	1	29	2	11.0	58	1	0	1	9630	2.383888889	0.762222222	0.22	0.35	0.0	0.0	0	0.679722222	2.8	1.87	10.5	0.4434
24184	5214	3	1	3	1	1	1	1.0	1	2013	1	29	2	17.5	34	0	1	1	9406	2.326388889	0.757222222	0.227777778	0.333333333	0.0	0.066666667	1	0.799722222	3.3	1.92	10.5	0.559222
24186	5215	0	1	1	3	2	5	0.0	1	2013	1	29	2	9.166666667	62	1	1	2	467	0.1275	0.0505555559999999	0.096666667	0.0	0.020555556	0.0	0	0.046944444	0.0	0.09	0.0	0.171598
24228	5224	0	3	4	2	1	1	1.0	1	2013	1	29	2	15.5	45	1	1	1	948	0.292222222	0.074166667	0.110277778	0.0	0.055277778	0.0	0	0.0633333329999999	1.5	0.19	0.0	0.131579
24247	5226	3	1	1	2	1	3	0.0	1	2013	1	29	2	16.75	13	0	0	1	783	0.3025	0.1072222219999999	0.195	0.0	0.0605555559999999	0.0	0	0.100277778	0.0	0.25	0.0	0.301939
24258	5228	1	0	2	3	1	5	0.0	1	2013	1	29	2	9.5	73	1	1	1	1626	0.4144444439999999	0.110833333	0.195555556	0.0	0.124444444	0.0	0	0.080277778	0.0	0.27	0.0	0.193772
24292	5237	0	0	3	4	6	1	1.0	1	2013	1	30	3	8.416666667000001	46	1	0	0	3729	0.922777778	0.321666667	0.281388889	0.2	0.0	0.0	0	0.244166667	2.5	0.63	0.0	0.389078
24350	5248	1	6	3	3	6	1	1.0	1	2013	1	30	3	13.33333333	33	1	0	0	3404	0.803333333	0.2691666669999999	0.073055556	0.0	0.323055556	0.0	0	0.206111111	1.5	0.61	0.0	0.0916442
24352	5248	2	0	3	2	6	1	1.0	1	2013	1	30	3	9.0	22	1	0	0	15958	3.897777778	1.301111111	0.195555556	0.0	1.3466666669999998	0.095833333	1	0.895	3.0	2.66	0.0	0.493172
24371	5253	1	2	4	3	1	1	1.0	1	2013	1	31	4	20.0	54	1	1	1	1189	0.3433333329999999	0.108611111	0.163055556	0.0	0.064722222	0.0	0	0.111111111	1.5	0.27	0.0	0.1225
24380	5257	0	0	3	1	1	1	1.0	1	2013	1	31	4	6.166666667	45	0	1	2	21584	4.9005555560000005	1.562777778	0.193055556	0.65	0.066666667	0.133333333	1	1.101666667	5.4	3.38	10.5	0.610943
24382	5258	0	0	4	4	6	1	1.0	1	2013	1	31	4	8.166666667000001	42	1	1	2	12914	3.270833333	0.8713888890000001	0.1266666669999999	0.0	0.8725	0.4819444439999999	2	0.558055556	4.5	3.75	0.0	0.2444
24407	5261	0	2	1	5	6	4	1.0	1	2013	1	31	4	13.58333333	25	1	1	0	484	0.138055556	0.073055556	0.096111111	0.0	0.041666667	0.0	0	0.069166667	1.5	0.12	10.5	0.6746989999999999
24420	5263	0	3	3	3	6	1	1.0	1	2013	1	31	4	23.0	34	1	1	0	19396	4.166944443999999	1.178333333	0.337222222	0.433333333	0.083333333	0.083333333	1	0.637222222	4.6	2.63	0.0	0.316042
24423	5264	0	3	4	4	5	1	1.0	1	2013	1	31	4	14.0	56	0	1	2	4158	1.053055556	0.384166667	0.1472222219999999	0.0	0.4075	0.119444444	1	0.198333333	3.0	0.87	0.0	0.137255
24446	5269	1	0	3	1	1	1	1.0	1	2013	1	31	4	8.5	26	0	1	1	11110	2.540277778	0.886388889	0.143333333	0.35	0.0	0.2	2	0.77	3.3	2.0	10.5	0.6017319999999999
24468	5271	1	6	4	3	1	1	1.0	1	2013	1	31	4	15.75	32	1	1	2	6794	1.726388889	0.535277778	0.156388889	0.1	0.379444444	0.183333333	1	0.3444444439999999	3.2	1.2	0.0	0.492742
24473	5273	0	0	4	1	2	1	1.0	1	2013	2	1	5	7.0	48	1	1	2	9474	2.194166667	0.6188888889999999	0.110277778	0.2166666669999999	0.221111111	0.178888889	2	0.534444444	5.4	1.57	0.0	0.4662159999999999
24483	5275	0	0	3	3	6	5	0.0	1	2013	2	1	5	10.0	67	0	1	0	2018	0.549444444	0.216944444	0.196666667	0.05	0.0	0.0	0	0.208055556	0.0	0.43	10.5	0.53004
24526	5282	3	1	3	2	1	1	1.0	1	2013	2	1	5	19.5	29	1	0	1	10665	2.441111111	0.776111111	0.241666667	0.416666667	0.0	0.0	0	0.704722222	2.9	1.82	0.0	0.4820649999999999
24542	5288	0	0	2	1	6	1	1.0	1	2013	2	1	5	9.0	30	0	1	0	1755	0.431388889	0.113055556	0.157777778	0.0	0.12	0.0	0	0.156111111	1.5	0.37	0.0	0.425267
24577	5296	1	2	4	3	1	4	0.0	1	2013	2	2	6	19.0	18	1	0	1	1726	0.4008333329999999	0.124166667	0.0580555559999999	0.0	0.066666667	0.0	0	0.065	0.0	0.24	0.0	0.1880339999999999
24582	5297	0	1	4	4	1	1	1.0	1	2013	2	2	6	10.5	33	0	1	2	9470	2.183055556	0.6397222220000001	0.075277778	0.133333333	0.62	0.1	1	0.54	3.0	1.52	0.0	0.5298350000000001
24590	5300	0	0	1	3	6	5	0.0	1	2013	2	2	6	20.0	55	0	0	0	589	0.165277778	0.0627777779999999	0.063055556	0.0	0.045555556	0.0	0	0.055277778	0.0	0.12	0.0	0.4221109999999999
24620	5307	1	1	4	3	1	1	1.0	1	2013	2	2	6	15.33333333	23	1	1	2	3426	0.81	0.2869444439999999	0.049166667	0.0	0.336111111	0.095555556	1	0.133055556	3.0	0.53	0.0	0.407098
24637	5311	0	2	4	3	1	1	1.0	1	2013	2	2	6	11.75	43	0	1	1	1114	0.293333333	0.09	0.076111111	0.0	0.05	0.0	0	0.096944444	1.5	0.24	0.0	0.34384
24650	5314	1	3	4	3	1	1	1.0	1	2013	2	2	6	18.0	33	0	1	1	1092	0.305277778	0.1005555559999999	0.088055556	0.0	0.085833333	0.0	0	0.1025	1.5	0.28	0.0	0.1029809999999999
24653	5315	0	3	3	3	1	1	1.0	1	2013	2	2	6	22.5	28	1	1	1	3655	0.896111111	0.2847222219999999	0.158333333	0.066666667	0.076111111	0.083333333	1	0.300277778	3.9	0.85	0.0	0.53469
24661	5317	0	0	4	3	1	1	1.0	1	2013	2	2	6	12.0	42	0	1	2	6654	1.592777778	0.451944444	0.093888889	0.0	0.55	0.0	0	0.406388889	1.5	1.27	0.0	0.215995
24663	5317	1	0	4	3	1	1	1.0	1	2013	2	2	6	12.0	35	1	0	2	6654	1.592777778	0.451944444	0.093888889	0.0	0.55	0.0	0	0.406388889	1.5	1.27	0.0	0.215995
24672	5319	0	2	4	3	5	1	1.0	1	2013	2	3	7	13.83333333	31	1	1	2	3799	0.921388889	0.307222222	0.115833333	0.0	0.2216666669999999	0.228333333	1	0.1775	3.0	0.78	0.0	0.314554
24693	5326	0	3	4	3	2	1	1.0	1	2013	2	3	7	15.75	49	1	1	1	2062	0.538055556	0.195555556	0.148888889	0.0	0.225277778	0.0	0	0.2944444439999999	1.5	0.49	0.0	0.270755
24706	5330	0	2	4	3	1	1	1.0	1	2013	2	3	7	15.5	38	1	1	2	2205	0.577777778	0.166111111	0.183055556	0.033333333	0.0	0.0	0	0.125277778	2.1	0.51	0.0	0.354767
24728	5335	0	2	4	3	2	1	1.0	1	2013	2	3	7	16.0	51	1	1	1	1159	0.287777778	0.0855555559999999	0.036111111	0.0	0.089444444	0.0	0	0.074722222	1.5	0.17	0.0	0.159851
24735	5336	0	1	4	3	6	1	1.0	1	2013	2	3	7	0.0	36	0	1	0	2647	0.740833333	0.2094444439999999	0.202777778	0.0	0.166666667	0.0	0	0.147777778	1.5	0.49	0.0	0.2894739999999999
24745	5340	0	4	1	3	2	1	1.0	1	2013	2	3	7	17.0	29	1	1	2	500	0.1291666669999999	0.049722222	0.110555556	0.0	0.016666667	0.0	0	0.046388889	1.5	0.1	0.0	0.419162
24750	5341	0	1	1	4	6	1	1.0	1	2013	2	3	7	11.5	40	0	0	0	930	0.222777778	0.0872222219999999	0.065277778	0.0	0.072222222	0.0	0	0.1025	1.5	0.24	0.0	0.178862
24753	5341	1	0	1	4	6	1	0.5	1	2013	2	3	7	10.5	39	1	0	0	930	0.227222222	0.073055556	0.026666667	0.0	0.066666667	0.0	0	0.1047222219999999	0.75	0.24	0.0	0.153846
24803	5351	0	4	4	2	5	1	1.0	1	2013	2	4	1	15.16666667	39	1	1	2	3231	0.792222222	0.2425	0.230833333	0.0	0.25	0.0	0	0.185555556	1.5	0.79	0.0	0.275449
24808	5351	2	1	3	2	1	2	0.0	1	2013	2	4	1	16.0	17	1	0	2	1534	0.449444444	0.133333333	0.315555556	0.0	0.111111111	0.0	0	0.223611111	0.0	0.81	0.0	0.2310559999999999
24856	5363	0	1	3	1	1	1	1.0	1	2013	2	4	1	16.5	34	1	1	1	2722	0.643888889	0.2463888889999999	0.271111111	0.1166666669999999	0.0	0.0	0	0.251944444	2.4	0.59	10.5	0.601985
24857	5364	0	1	4	4	2	1	1.0	1	2013	2	4	1	10.5	59	0	1	1	5163	1.219166667	0.399444444	0.3888888889999999	0.1166666669999999	0.0	0.0	0	0.363611111	2.29	0.77	10.5	0.700535
24880	5367	1	0	4	2	2	5	0.0	1	2013	2	5	2	8.75	64	1	1	1	1639	0.375	0.1072222219999999	0.2216666669999999	0.0	0.047777778	0.0	0	0.0875	0.0	0.22	0.0	0.0730159
24913	5374	3	1	4	3	1	1	1.0	1	2013	2	5	2	9.766666667	22	1	1	2	2707	0.726944444	0.1838888889999999	0.2019444439999999	0.0	0.311388889	0.1166666669999999	1	0.152777778	3.0	0.5	0.0	0.150909
24965	5383	3	2	1	3	6	5	0.0	1	2013	2	5	2	9.083333333	17	1	0	0	762	0.185555556	0.044444444	0.1291666669999999	0.0	0.033333333	0.0	0	0.078333333	0.0	0.22	0.0	0.0851064
25014	5395	4	0	1	2	1	5	0.0	1	2013	2	6	3	8.5	5	0	0	1	649	0.259722222	0.0633333329999999	0.173333333	0.0	0.0233333329999999	0.0	0	0.065833333	0.0	0.19	0.0	0.21519
25029	5398	1	0	4	5	1	1	1.0	1	2013	2	6	3	11.0	46	0	1	1	1145	0.273333333	0.071944444	0.093333333	0.0	0.066666667	0.0	0	0.0775	1.5	0.21	0.0	0.09319
25045	5401	0	8	4	4	2	1	1.0	1	2013	2	7	4	21.66666667	49	0	1	2	1842	0.938333333	0.336944444	0.449722222	0.0	0.133333333	0.0	0	0.143888889	1.5	0.47	0.0	0.00965251
25064	5406	2	1	4	2	1	2	0.5	1	2013	2	7	4	15.0	17	0	0	2	9870	2.652222222	0.819722222	0.219444444	0.066666667	0.7836111109999999	0.149722222	2	0.443055556	2.25	1.84	0.0	0.163009
25079	5408	3	2	2	3	1	3	0.0	1	2013	2	7	4	16.5	13	0	0	1	703	0.188055556	0.080833333	0.100833333	0.0	0.07	0.0	0	0.109444444	0.0	0.25	10.5	0.7436550000000001
25086	5410	0	2	4	5	1	1	1.0	1	2013	2	7	4	8.85	32	1	1	1	1057	0.265555556	0.1075	0.033055556	0.0	0.070833333	0.0	0	0.065833333	1.5	0.22	0.0	0.0970463999999999
25108	5414	1	0	4	4	2	1	1.0	1	2013	2	7	4	9.0	41	0	1	2	18548	4.387222222	1.320833333	0.428055556	0.7333333329999999	0.0	0.083333333	1	1.028055556	3.9	2.97	0.0	0.612267
25125	5418	0	8	4	3	1	1	1.0	1	2013	2	8	5	16.6	41	1	1	2	1072	0.315277778	0.108611111	0.199444444	0.0	0.0475	0.0	0	0.099444444	1.5	0.28	0.0	0.0726257
25140	5420	1	2	4	3	1	1	1.0	1	2013	2	8	5	18.0	48	0	1	1	4476	1.041666667	0.34	0.113333333	0.0	0.315833333	0.0	0	0.233888889	1.5	0.77	0.0	0.353919
25161	5426	0	0	4	3	2	1	1.0	1	2013	2	8	5	6.416666667	25	1	1	1	2298	0.581388889	0.201388889	0.1216666669999999	0.0	0.166666667	0.0	0	0.164722222	1.5	0.44	0.0	0.251265
25164	5426	1	0	3	1	2	1	1.0	1	2013	2	8	5	6.416666667	26	0	1	1	8404	2.068055556	0.698611111	0.270833333	0.166666667	0.0625	0.120833333	1	0.4108333329999999	3.9	1.42	0.0	0.400947
25170	5427	1	2	4	3	1	5	0.0	1	2013	2	8	5	10.0	41	1	1	1	3210	1.020277778	0.292222222	0.061944444	0.0	0.270277778	0.093333333	1	0.161111111	0.0	0.63	0.0	0.0844828
25174	5427	2	4	4	3	1	5	0.0	1	2013	2	8	5	16.41666667	9	1	0	1	3210	1.020277778	0.292222222	0.061944444	0.0	0.301388889	0.145555556	1	0.214166667	0.0	0.69	0.0	0.202335
25202	5431	2	3	1	3	6	1	1.0	1	2013	2	8	5	20.5	22	1	1	0	946	0.254166667	0.113333333	0.076666667	0.0	0.058333333	0.0	0	0.117777778	1.5	0.25	0.0	0.738208
